,movie_id,movie_title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,total_seasons,overall_rating
4362,ts12236,American Guns,SHOW,"American Guns is a reality television series that aired on the Discovery Channel. The series centers on the blended family where patriarch Rich Wyatt, his wife and his children run Gunsmoke Guns, located in Wheat Ridge, Colorado;. They specialize in gun manufacture, trade, customization, and instruction.

On December 17, 2012, Discovery announced the cancellation of the series.",2011,TV-14,44,['reality'],['US'],2.0,tt2083423,6.4,496.0,1.193,8.0,2,7.2
4365,ts10230,Dead Boss,SHOW,"Helen Stephens is wrongly sentenced to 12 years in prison for murdering her boss Eric Bridges, the managing director of Entirely Tiles. Although she is sure that it will only be a matter of time before this mistake is rectified, everyone around her seems to be conspiring to keep her behind bars. Lawyer Tony is incompetent, sister Laura wants her flat, and fiancé Justin - her alibi - has disappeared. Colleague Henry seems to be the only one willing to help, but he has an ulterior motive.",2012,TV-14,32,['comedy'],['GB'],1.0,tt2201416,6.4,600.0,3.321,6.3,1,6.35
4429,ts62451,부릉! 부릉! 브루미즈,SHOW,A group of vehicular toys come alive to explore ways to build good character in their friendship.,2012,TV-Y,11,"['animation', 'family']",['KR'],3.0,tt3964988,5.1,26.0,0.6,4.0,3,4.55
4470,ts70147,OH NO! It's An Alien Invasion,SHOW,"Oh No! It's An Alien Invasion! is an Canadian animated television series that is produced by Nelvana Limited in association with YTV and Cartoon Network. It premiered on YTV in Canada on August 3, 2013. It premiered on Cartoon Network in the United States at a special time, Thursday August 1, 2013 at 8 pm, with subsequent episode premieres on Mondays at 7 pm. The series was created by Philippe Ivanusic-Vallee and Peter Ricq. 26 episodes are planned.",2012,TV-Y7,23,"['comedy', 'scifi', 'animation']",['CA'],2.0,tt3144632,2.6,171.0,1.4,6.0,2,4.3
4537,ts27921,Richard Hammond's Crash Course,SHOW,"Richard Hammond's Crash Course is an original series made for BBC America, presented by Top Gear presenter Richard Hammond. The show's first season premiered on April 16, 2012. The show follows Hammond, as in each episode, he is given three days to learn how to operate various pieces of heavy equipment across the United States. A trailer for the series was posted on BBC America's official website on March 19, 2012. The series' first season began airing on BBC2 in the United Kingdom on September 2, 2012.",2012,TV-PG,42,"['action', 'reality']","['GB', 'US']",2.0,tt2004577,7.6,148.0,1.479,6.3,2,6.949999999999999
4573,ts22413,Vikings,SHOW,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",2013,TV-MA,45,"['action', 'drama', 'war', 'history', 'romance', 'european']",['CA'],6.0,tt2306299,8.5,508388.0,344.245,8.1,6,8.3
4574,ts196,Black Sails,SHOW,"The pirate adventures of Captain Flint and his men twenty years prior to Robert Louis Stevenson’s classic “Treasure Island.” Flint, the most brilliant and most feared pirate captain of his day, takes on a fast-talking young addition to his crew who goes by the name John Silver. Threatened with extinction on all sides, they fight for the survival of New Providence Island, the most notorious criminal haven of its day – a debauched paradise teeming with pirates, prostitutes, thieves and fortune seekers, a place defined by both its enlightened ideals and its stunning brutality.",2014,TV-MA,56,"['action', 'drama']",['US'],4.0,tt2375692,8.2,102055.0,64.722,7.5,4,7.85
4575,ts12059,The Americans,SHOW,"Set during the Cold War period in the 1980s, The Americans is the story of Elizabeth and Philip Jennings, two Soviet KGB officers posing as an American married couple in the suburbs of Washington D.C. and their neighbor, Stan Beeman, an FBI Counterintelligence agent.",2013,TV-MA,48,"['crime', 'drama', 'thriller']",['US'],6.0,tt2149175,8.4,96213.0,49.475,7.9,6,8.15
4576,ts6001,The Fall,SHOW,"When the Police Service of Northern Ireland are unable to close a case after 28 days, Detective Superintendent Stella Gibson of the Metropolitan Police Service is called in to review the case. Under her new leadership, the local detectives must track down and stop a serial killer who is terrorising the city of Belfast.",2013,TV-MA,61,"['crime', 'drama', 'thriller']",['IE'],3.0,tt2294189,8.1,101747.0,38.847,7.7,3,7.9
4577,ts37645,Nathan For You,SHOW,"Self-proclaimed business expert, writer, director and comedian Nathan Fielder helps real small businesses turn a profit with marketing tactics that no ordinary consultant would dare to attempt. From driving foot traffic to an off-the-strip souvenir shop by using Hollywood flair and a Johnny Depp impersonator, to creating a rebate that can only be redeemed by climbing a mountain, to founding a coffee shop called ""Dumb Starbucks,” Nathan has always gone to the limit to make his ideas come to life. With his unorthodox approach to problem solving, Nathan’s genuine efforts to do good often draw the real people he encounters into an experience far beyond what they signed up for.",2013,TV-14,25,"['comedy', 'documentation']",['US'],4.0,tt2297757,8.9,25396.0,10.796,8.0,4,8.45
4579,ts190,Endeavour,SHOW,"The early days of a young Endeavour Morse, whose experiences as a detective constable with the Oxford City Police will ultimately shape his future.",2013,TV-14,90,"['drama', 'crime', 'european']",['GB'],8.0,tt2701582,8.6,24610.0,80.444,8.2,8,8.399999999999999
4580,ts20040,Ray Donovan,SHOW,"Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players, and makes their problems disappear. His father's unexpected release from prison sets off a chain of events that shakes the Donovan family to its core.",2013,TV-MA,53,"['drama', 'crime']",['US'],7.0,tt2249007,8.3,85387.0,36.596,7.5,7,7.9
4584,ts20765,The White Queen,SHOW,"Set against the backdrop of the Wars of the Roses, the series is the story of the women caught up in the protracted conflict for the throne of England.",2013,TV-MA,60,"['drama', 'history', 'romance', 'war', 'european']",['GB'],1.0,tt2372220,7.8,26382.0,18.709,7.2,1,7.5
4585,ts7627,Detectorists,SHOW,"The lives of two eccentric metal detectorists, who spend their days plodding along ploughed tracks and open fields, hoping to disturb the tedium by unearthing the fortune of a lifetime.",2014,TV-14,29,"['comedy', 'european']",['GB'],3.0,tt4082744,8.6,13641.0,11.717,8.4,3,8.5
4586,ts20362,The Missing,SHOW,"A gripping anthological relationship thriller series exploring the emotional fallout of a child's abduction not only on the family but on the wider community, told over two time frames.",2014,TV-MA,58,"['crime', 'drama', 'european']",['GB'],2.0,tt3877200,8.2,25769.0,21.862,7.1,2,7.6499999999999995
4587,ts20311,Grantchester,SHOW,"In 1953 at the hamlet of Grantchester, Sidney Chambers—a charismatic, charming clergyman—turns investigative vicar when one of his parishioners dies in suspicious circumstances.",2014,TV-14,52,"['drama', 'crime', 'european']",['GB'],7.0,tt3747572,7.9,13458.0,28.897,7.6,7,7.75
4592,ts22418,Utopia,SHOW,"The  Utopia Experiments is a legendary graphic novel shrouded in mystery.  When a group of strangers find themselves in possession of an original  manuscript, their lives suddenly and brutally implode.",2013,TV-MA,51,"['scifi', 'drama', 'thriller', 'european']",['GB'],2.0,tt2384811,8.4,45874.0,30.354,8.0,2,8.2
4593,ts4647,The Affair,SHOW,"The Affair explores the emotional effects of an extramarital relationship between Noah Solloway and Alison Lockhart after the two meet in the resort town of Montauk in Long Island. Noah is a New York City schoolteacher with one novel published (book entitled A Person who Visits a Place) and he is struggling to write a second book. He is happily married with four children, but resents his dependence on his wealthy father-in-law. Alison is a young waitress trying to piece her life and marriage back together in the wake of the tragic death of her child. The story of the affair is told separately, complete with distinct memory biases, from the male and female perspectives.",2014,TV-MA,59,['drama'],['US'],5.0,tt2699110,7.9,44661.0,22.71,6.6,5,7.25
4594,ts34559,The Tunnel,SHOW,"The plot follows detectives Karl Roebuck and Elise Wasserman working together to find a serial killer who left the upper-half body of a French politician and the lower-half of a British prostitute in the Channel Tunnel, at the midpoint between France and the UK. They later learn that the killer—who comes to be nicknamed the ""Truth Terrorist""—is on a moral crusade to highlight many social problems, terrorising both countries in the process",2013,TV-14,47,"['thriller', 'action', 'drama', 'crime', 'european']",['GB'],3.0,tt2711738,7.8,8990.0,12.029,7.7,3,7.75
4595,ts15770,The Bridge,SHOW,A murdered body on a bridge between El Paso and Juarez bring together El Paso detective Sonya Cross and Chihuahua State Police detective Marco Ruiz.,2013,TV-MA,43,"['drama', 'thriller', 'crime']",['US'],2.0,tt2406376,7.6,19045.0,22.73,6.8,2,7.199999999999999
4597,ts38135,Blaze and the Monster Machines,SHOW,"AJ is an 8-year-old techie who drives monster-truck Blaze, the top racer in Axle City. The two go on adventures that have them taking on problems involving science and math. Many predicaments they face are caused by Blaze's rival, Crusher, a tractor-trailer that will do anything to beat other vehicles to the finish line. The animated series is billed as the first TV show for preschoolers to comprehensively cover areas of science, technology, engineering and math. Each episode introduces different STEM concepts, including buoyancy and trajectory.",2014,TV-G,22,"['animation', 'action', 'comedy', 'family', 'scifi']",['US'],6.0,tt4458594,5.5,816.0,26.675,5.9,6,5.7
4599,ts16101,Da Vinci's Demons,SHOW,"The series follows the ""untold"" story of Leonardo Da Vinci: the genius during his early years in Renaissance Florence. As a 25-year old artist, inventor, swordsman, lover, dreamer and idealist, he struggles to live within the confines of his own reality and time as he begins to not only see the future, but invent it.",2013,TV-MA,54,"['drama', 'romance', 'fantasy', 'history']",['US'],3.0,tt2094262,7.9,76149.0,35.862,7.5,3,7.7
4600,ts20817,Rogue,SHOW,"Grace, a morally and emotionally-conflicted undercover detective, is tormented by the possibility that her own actions contributed to her son’s death. Grace’s search for the truth is further complicated by her forbidden relationship with Jimmy, the crime boss who may have played a hand in the crime.",2013,TV-MA,51,"['drama', 'crime', 'thriller', 'action']","['CA', 'US']",4.0,tt8804472,6.8,2803.0,20.83,7.4,4,7.1
4603,ts34377,The Village,SHOW,"The Village tells the story of life in a Derbyshire village through the eyes of a central character, Bert Middleton.",2013,TV-14,59,['drama'],['GB'],2.0,tt2394340,7.7,2229.0,7.29,7.6,2,7.65
4607,ts20914,The Musketeers,SHOW,"Set in 17th century Paris, musketeers Athos, Porthos, Aramis and D'Artagnan are members of an elite band of soldiers who fight for what is just. They are heroes in the truest and most abiding sense – men that can be trusted and believed in to do the right thing, regardless of personal risk.",2014,TV-14,56,"['action', 'drama', 'european']",['GB'],3.0,tt2734182,7.8,22080.0,22.752,6.9,3,7.35
4610,ts20115,Hand of God,SHOW,"A morally corrupt judge suffers a breakdown and believes that God is speaking directly to him, compelling him onto a path of vigilante justice.",2014,TV-MA,54,"['drama', 'crime']",['US'],2.0,tt3973768,7.4,11382.0,10.637,7.0,2,7.2
4618,ts20286,Our Girl,SHOW,Drama following the extraordinary adventures of female medics in the British Army.,2014,TV-14,57,"['war', 'action', 'drama', 'thriller', 'european']",['GB'],5.0,tt3815412,7.7,4004.0,24.834,7.7,5,7.7
4623,ts34566,Generation War,SHOW,"Five young German friends promise to meet again after WW2 ends, but soon their naive wishes of peace and happiness will become a long and tragic nightmare.",2013,TV-14,92,"['drama', 'war', 'action', 'history', 'european']",['DE'],1.0,tt1883092,8.5,29082.0,16.506,8.0,1,8.25
4625,ts11744,Atlantis,SHOW,"A fantasy drama set in a world of legendary heroes and mythical creatures. Far from home and desperate for answers, Jason washes up on the shores of an ancient land. A mysterious place; a world of bull leaping, of snake haired goddesses and of palaces so vast it was said they were built by giants - this is the city of Atlantis. Aided by his two new friends, Pythagoras and Hercules, Jason embarks on a voyage of discovery, and salvation, which sees him brush shoulders with Medusa, come face to face with the Minotaur and even do battle with the dead.",2013,TV-PG,45,"['scifi', 'drama', 'fantasy', 'romance', 'european']",['GB'],2.0,tt2705602,5.8,27.0,27.427,6.6,2,6.199999999999999
4628,ts20289,Gracepoint,SHOW,"When a young boy is found dead on an idyllic beach, a major police investigation gets underway in the small California seaside town where the tragedy occurred. Soon deemed a homicide, the case sparks a media frenzy, which throws the boy's family into further turmoil and upends the lives of all of the town's residents.",2014,TV-MA,44,['crime'],['US'],1.0,tt3435532,7.1,6219.0,10.138,6.7,1,6.9
